text,label,topic
You won't believe what a banned substance scandal is being covered up by officials — and this changes everything.,0,sports
"In a statement, the ratings agency released data showing a quarter-point change to the benchmark rate. The update, following a months-long inquiry, follows a routine internal process.",1,finance
"the Department of Labor outlined a plan to revisions to the zoning code, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,politics
EXCLUSIVE: Whistleblower claims a hidden switch lets the company shut down your device remotely. Share before this gets DELETED!!!,0,technology
"Doctors are FURIOUS after officials are quietly funneling millions to an unnamed shell company. Wake up, people!!!",0,politics
"EXCLUSIVE: Whistleblower claims a leaked report shows the disaster was covered up for years — and wake up, people!!!",0,environment
Secret memo exposes how a leaked lab report shows the vaccine contains untested nanoparticles. This changes EVERYTHING.,0,health
What the mainstream media is HIDING: a hidden clause will let the government seize private property overnight. Forward this to everyone you know.,0,politics
"In a statement, the pension fund's trustees released data showing a modest rise in consumer confidence. The update, based on a review of public records, follows a routine internal process.",1,finance
"In a statement, the team's coaching staff published findings indicating a review of instant-replay procedures. The update, following a months-long inquiry, follows a routine internal process.",1,sports
"In a statement, the athletic commission said in a statement a minor rule clarification. The update, based on a review of public records, follows a routine internal process.",1,sports
"festival organizers said in a statement a schedule change for the ceremony, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,entertainment
EXCLUSIVE: Whistleblower claims the championship was secretly fixed by league executives. Share before this gets DELETED!!!,0,sports
"the Department of Labor published findings indicating a new committee assignment, based on a review of public records. Officials said further details would be shared once the review is complete.",1,politics
Secret memo exposes how secret documents reveal the company dumped toxic waste for decades — and this changes everything.,0,environment
"Johns Hopkins researchers confirmed a modest decline in flu cases this season, based on a review of public records. Officials said further details would be shared once the review is complete.",1,health
"In a statement, festival organizers released data showing the release date for a documentary. The update, pending further review, follows a routine internal process.",1,entertainment
"the ratings agency announced a routine audit of municipal bonds, pending further review. Officials said further details would be shared once the review is complete.",1,finance
What the mainstream media is HIDING: a leaked contract proves the show was scripted from the start — and this changes everything.,0,entertainment
SHOCKING: Insiders reveal a leaked lab report shows the vaccine contains untested nanoparticles. Mainstream media refuses to cover this.,0,health
They don't want you to know that insiders admit the currency will collapse within days — and forward this to everyone you know.,0,finance
They don't want you to know that officials are quietly funneling millions to an unnamed shell company. This changes EVERYTHING.,0,politics
SHOCKING: Insiders reveal hospitals are hiding a miracle treatment to protect profits — and mainstream media refuses to cover this.,0,health
"In a statement, the wildlife agency outlined a plan to a new permit for a recycling facility. The update, as part of a routine quarterly update, follows a routine internal process.",1,environment
"a team at the national observatory reported a newly catalogued asteroid, pending further review. Officials said further details would be shared once the review is complete.",1,science
They don't want you to know that insiders admit the currency will collapse within days. This changes EVERYTHING.,0,finance
You won't believe what banks are secretly planning to freeze all accounts next week. Forward this to everyone you know.,0,finance
"In a statement, the stadium authority clarified a minor rule clarification. The update, based on a review of public records, follows a routine internal process.",1,sports
"the city council said in a statement a new committee assignment, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,politics
They don't want you to know that your phone is secretly recording every word you say and selling it — and forward this to everyone you know.,0,technology
SHOCKING: Insiders reveal a leaked contract proves the show was scripted from the start — and the truth they buried for years.,0,entertainment
"engineers at the company outlined a plan to an update to the app's privacy settings, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,technology
You won't believe what a leaked report shows the disaster was covered up for years — and share before this gets deleted!!!,0,environment
"You won't believe what a secret vote was held at midnight to strip citizens of basic rights. Wake up, people!!!",0,politics
EXCLUSIVE: Whistleblower claims hospitals are hiding a miracle treatment to protect profits. This changes EVERYTHING.,0,health
"What the mainstream media is HIDING: a hidden clause shows the award was bought, not earned — and mainstream media refuses to cover this.",0,entertainment
They don't want you to know that banks are secretly planning to freeze all accounts next week — and the truth they buried for years.,0,finance
"state environmental regulators said in a statement a new permit for a recycling facility, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,environment
"the standards committee published findings indicating an update to the app's privacy settings, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,technology
SHOCKING: Insiders reveal the championship was secretly fixed by league executives — and the truth they buried for years.,0,sports
EXCLUSIVE: Whistleblower claims hospitals are hiding a miracle treatment to protect profits — and share before this gets deleted!!!,0,health
Doctors are FURIOUS after secret documents reveal the company dumped toxic waste for decades — and mainstream media refuses to cover this.,0,environment
SHOCKING: Insiders reveal a hidden algorithm is rigging the market against ordinary investors. The truth they buried for YEARS.,0,finance
BREAKING: Leaked documents show a hidden clause will let the government seize private property overnight. Share before this gets DELETED!!!,0,politics
"In a statement, a team at the national observatory outlined a plan to a refinement to an existing climate model. The update, as part of a routine quarterly update, follows a routine internal process.",1,science
Secret memo exposes how a hidden clause will let the government seize private property overnight — and share before this gets deleted!!!,0,politics
"In a statement, marine biologists announced a newly catalogued asteroid. The update, though final numbers have not been confirmed, follows a routine internal process.",1,science
"SHOCKING: Insiders reveal a hidden clause will let the government seize private property overnight. Wake up, people!!!",0,politics
"climate researchers announced a refinement to an existing climate model, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,science
BREAKING: Leaked documents show a secret vote was held at midnight to strip citizens of basic rights — and forward this to everyone you know.,0,politics
Secret memo exposes how insiders reveal the star was secretly replaced months ago. Share before this gets DELETED!!!,0,entertainment
"the ratings agency released data showing a quarter-point change to the benchmark rate, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,finance
What the mainstream media is HIDING: a hidden clause will let the government seize private property overnight. Mainstream media refuses to cover this.,0,politics
EXCLUSIVE: Whistleblower claims a secret vote was held at midnight to strip citizens of basic rights — and the truth they buried for years.,0,politics
"In a statement, the Department of Labor clarified changes to the local permitting process. The update, following a months-long inquiry, follows a routine internal process.",1,politics
BREAKING: Leaked documents show a suppressed study shows the phenomenon was faked in a lab — and the truth they buried for years.,0,science
"In a statement, the open-source maintainers reported an update to the app's privacy settings. The update, as part of a routine quarterly update, follows a routine internal process.",1,technology
"Doctors are FURIOUS after a secret vote was held at midnight to strip citizens of basic rights — and wake up, people!!!",0,politics
EXCLUSIVE: Whistleblower claims a hidden clause will let the government seize private property overnight. Mainstream media refuses to cover this.,0,politics
"the product team said in a statement a new accessibility feature, based on a review of public records. Officials said further details would be shared once the review is complete.",1,technology
"In a statement, tournament organizers published findings indicating the venue for next season's opener. The update, though final numbers have not been confirmed, follows a routine internal process.",1,sports
"In a statement, the central bank reported a quarter-point change to the benchmark rate. The update, following a months-long inquiry, follows a routine internal process.",1,finance
"the FDA reported changes to hospital staffing ratios, based on a review of public records. Officials said further details would be shared once the review is complete.",1,health
What the mainstream media is HIDING: a secret vote was held at midnight to strip citizens of basic rights. The truth they buried for YEARS.,0,politics
What the mainstream media is HIDING: a hidden clause will let the government seize private property overnight — and mainstream media refuses to cover this.,0,politics
"In a statement, the awards committee announced ticket sales for the festival. The update, following a months-long inquiry, follows a routine internal process.",1,entertainment
"the ratings agency said in a statement an upward revision to GDP estimates, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,finance
"In a statement, the water management board announced an update to the drought monitor. The update, according to figures released Tuesday, follows a routine internal process.",1,environment
Secret memo exposes how officials are hiding proof that the water supply is poisoned — and share before this gets deleted!!!,0,environment
What the mainstream media is HIDING: the championship was secretly fixed by league executives. Forward this to everyone you know.,0,sports
"In a statement, the Senate Finance Committee clarified revisions to the zoning code. The update, based on a review of public records, follows a routine internal process.",1,politics
"the European Parliament released data showing the timeline for the infrastructure bill, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,politics
"In a statement, the university's robotics lab published findings indicating quarterly earnings for the cloud division. The update, though final numbers have not been confirmed, follows a routine internal process.",1,technology
"In a statement, tournament organizers confirmed the venue for next season's opener. The update, according to figures released Tuesday, follows a routine internal process.",1,sports
SHOCKING: Insiders reveal hospitals are hiding a miracle treatment to protect profits — and share before this gets deleted!!!,0,health
"In a statement, the network confirmed ticket sales for the festival. The update, following a months-long inquiry, follows a routine internal process.",1,entertainment
"the city council reported a new committee assignment, based on a review of public records. Officials said further details would be shared once the review is complete.",1,politics
BREAKING: Leaked documents show engineers discovered the app can control devices without permission — and this changes everything.,0,technology
"In a statement, the league office said in a statement a scheduling change for the playoffs. The update, as part of a routine quarterly update, follows a routine internal process.",1,sports
"NASA's science directorate announced a small increase in regional rainfall, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,science
"the water management board said in a statement a survey of local water quality, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,environment
EXCLUSIVE: Whistleblower claims your phone is secretly recording every word you say and selling it. This changes EVERYTHING.,0,technology
They don't want you to know that a common vitamin cures the disease doctors don't want you curing. The truth they buried for YEARS.,0,health
Secret memo exposes how the championship was secretly fixed by league executives. Forward this to everyone you know.,0,sports
"In a statement, the pension fund's trustees published findings indicating a modest rise in consumer confidence. The update, according to figures released Tuesday, follows a routine internal process.",1,finance
"They don't want you to know that engineers discovered the app can control devices without permission — and wake up, people!!!",0,technology
"the open-source maintainers confirmed a delay in the chip's production timeline, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,technology
SHOCKING: Insiders reveal insiders reveal the star was secretly replaced months ago — and mainstream media refuses to cover this.,0,entertainment
"In a statement, a peer-reviewed study in The Lancet clarified a modest decline in flu cases this season. The update, though final numbers have not been confirmed, follows a routine internal process.",1,health
What the mainstream media is HIDING: scientists secretly proved the theory is a complete hoax. This changes EVERYTHING.,0,science
"SHOCKING: Insiders reveal a hidden clause shows the award was bought, not earned — and wake up, people!!!",0,entertainment
"In a statement, a university physics department announced a newly catalogued asteroid. The update, pending further review, follows a routine internal process.",1,science
SHOCKING: Insiders reveal insiders reveal the star was secretly replaced months ago. The truth they buried for YEARS.,0,entertainment
BREAKING: Leaked documents show insiders reveal the star was secretly replaced months ago — and the truth they buried for years.,0,entertainment
You won't believe what hospitals are hiding a miracle treatment to protect profits — and the truth they buried for years.,0,health
"the CDC released data showing a trial testing a generic blood pressure drug, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,health
They don't want you to know that insiders admit the currency will collapse within days. Share before this gets DELETED!!!,0,finance
"tournament organizers clarified a roster move ahead of the deadline, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,sports
"In a statement, state environmental regulators confirmed a new permit for a recycling facility. The update, based on a review of public records, follows a routine internal process.",1,environment
"the European Parliament confirmed a proposed increase in the municipal budget, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,politics
"In a statement, the artist's management reported a schedule change for the ceremony. The update, according to figures released Tuesday, follows a routine internal process.",1,entertainment
Doctors are FURIOUS after officials are quietly funneling millions to an unnamed shell company. Mainstream media refuses to cover this.,0,politics
"In a statement, the central bank confirmed a quarter-point change to the benchmark rate. The update, following a months-long inquiry, follows a routine internal process.",1,finance
You won't believe what secret documents reveal the company dumped toxic waste for decades — and this changes everything.,0,environment
"In a statement, market analysts released data showing an upward revision to GDP estimates. The update, as part of a routine quarterly update, follows a routine internal process.",1,finance
They don't want you to know that secret documents reveal the company dumped toxic waste for decades. The truth they buried for YEARS.,0,environment
"In a statement, the central bank reported a modest rise in consumer confidence. The update, based on a review of public records, follows a routine internal process.",1,finance
EXCLUSIVE: Whistleblower claims a banned substance scandal is being covered up by officials — and the truth they buried for years.,0,sports
"In a statement, the CDC said in a statement changes to hospital staffing ratios. The update, based on a review of public records, follows a routine internal process.",1,health
Doctors are FURIOUS after your phone is secretly recording every word you say and selling it — and mainstream media refuses to cover this.,0,technology
"They don't want you to know that a leaked contract proves the show was scripted from the start — and wake up, people!!!",0,entertainment
Secret memo exposes how a common vitamin cures the disease doctors don't want you curing — and forward this to everyone you know.,0,health
What the mainstream media is HIDING: players were secretly paid to throw the final match — and the truth they buried for years.,0,sports
Secret memo exposes how leaked data reveals the entire field has been covering up the truth. The truth they buried for YEARS.,0,science
"In a statement, state environmental regulators released data showing a seasonal update on reservoir levels. The update, based on a review of public records, follows a routine internal process.",1,environment
"the ratings agency released data showing an upward revision to GDP estimates, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,finance
Doctors are FURIOUS after a common vitamin cures the disease doctors don't want you curing. Share before this gets DELETED!!!,0,health
What the mainstream media is HIDING: a banned substance scandal is being covered up by officials — and forward this to everyone you know.,0,sports
"the Senate Finance Committee released data showing changes to the local permitting process, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,politics
They don't want you to know that insiders reveal the star was secretly replaced months ago. Share before this gets DELETED!!!,0,entertainment
Doctors are FURIOUS after insiders admit the currency will collapse within days — and share before this gets deleted!!!,0,finance
"SHOCKING: Insiders reveal a leaked contract proves the show was scripted from the start — and wake up, people!!!",0,entertainment
"In a statement, the water management board confirmed a habitat restoration project's first-year results. The update, according to figures released Tuesday, follows a routine internal process.",1,environment
Doctors are FURIOUS after a leaked lab report shows the vaccine contains untested nanoparticles. Mainstream media refuses to cover this.,0,health
Secret memo exposes how secret documents reveal the company dumped toxic waste for decades — and the truth they buried for years.,0,environment
"EXCLUSIVE: Whistleblower claims a hidden clause shows the award was bought, not earned. Forward this to everyone you know.",0,entertainment
What the mainstream media is HIDING: scientists secretly proved the theory is a complete hoax — and this changes everything.,0,science
"the network reported the release date for a documentary, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,entertainment
"a university physics department outlined a plan to a refinement to an existing climate model, based on a review of public records. Officials said further details would be shared once the review is complete.",1,science
"In a statement, the Senate Finance Committee reported the timeline for the infrastructure bill. The update, according to figures released Tuesday, follows a routine internal process.",1,politics
"the wildlife agency said in a statement an update to the drought monitor, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,environment
"In a statement, the World Health Organization reported changes to hospital staffing ratios. The update, as part of a routine quarterly update, follows a routine internal process.",1,health
"the artist's management said in a statement a schedule change for the ceremony, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,entertainment
What the mainstream media is HIDING: engineers discovered the app can control devices without permission. The truth they buried for YEARS.,0,technology
You won't believe what leaked data reveals the entire field has been covering up the truth — and this changes everything.,0,science
"In a statement, the coastal authority published findings indicating a habitat restoration project's first-year results. The update, as part of a routine quarterly update, follows a routine internal process.",1,environment
BREAKING: Leaked documents show a suppressed study shows the phenomenon was faked in a lab. Forward this to everyone you know.,0,science
"the product team reported a new accessibility feature, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,technology
BREAKING: Leaked documents show officials are hiding proof that the water supply is poisoned — and share before this gets deleted!!!,0,environment
They don't want you to know that players were secretly paid to throw the final match — and mainstream media refuses to cover this.,0,sports
"the open-source maintainers announced an update to the app's privacy settings, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,technology
"In a statement, the wildlife agency reported a seasonal update on reservoir levels. The update, following a months-long inquiry, follows a routine internal process.",1,environment
"In a statement, the geological survey published findings indicating a small increase in regional rainfall. The update, though final numbers have not been confirmed, follows a routine internal process.",1,science
"In a statement, engineers at the company clarified quarterly earnings for the cloud division. The update, as part of a routine quarterly update, follows a routine internal process.",1,technology
"SHOCKING: Insiders reveal hospitals are hiding a miracle treatment to protect profits. Wake up, people!!!",0,health
EXCLUSIVE: Whistleblower claims banks are secretly planning to freeze all accounts next week. This changes EVERYTHING.,0,finance
"the mayor's office reported the timeline for the infrastructure bill, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,politics
EXCLUSIVE: Whistleblower claims a hidden algorithm is rigging the market against ordinary investors — and the truth they buried for years.,0,finance
"You won't believe what banks are secretly planning to freeze all accounts next week. Wake up, people!!!",0,finance
"Johns Hopkins researchers outlined a plan to a trial testing a generic blood pressure drug, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,health
"In a statement, the pension fund's trustees reported a routine audit of municipal bonds. The update, according to figures released Tuesday, follows a routine internal process.",1,finance
"SHOCKING: Insiders reveal a hidden clause shows the award was bought, not earned — and this changes everything.",0,entertainment
"In a statement, tournament organizers said in a statement a scheduling change for the playoffs. The update, based on a review of public records, follows a routine internal process.",1,sports
"In a statement, the forestry service published findings indicating an update to the drought monitor. The update, as part of a routine quarterly update, follows a routine internal process.",1,environment
"the European Parliament outlined a plan to changes to the local permitting process, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,politics
SHOCKING: Insiders reveal secret documents reveal the company dumped toxic waste for decades — and mainstream media refuses to cover this.,0,environment
"In a statement, the pension fund's trustees confirmed a quarter-point change to the benchmark rate. The update, following a months-long inquiry, follows a routine internal process.",1,finance
"BREAKING: Leaked documents show a secret vote was held at midnight to strip citizens of basic rights — and wake up, people!!!",0,politics
"In a statement, the wildlife agency reported a survey of local water quality. The update, though final numbers have not been confirmed, follows a routine internal process.",1,environment
"In a statement, conservation researchers reported a habitat restoration project's first-year results. The update, pending further review, follows a routine internal process.",1,environment
"In a statement, the treasury department outlined a plan to a routine audit of municipal bonds. The update, though final numbers have not been confirmed, follows a routine internal process.",1,finance
"the studio's publicist said in a statement a cast addition for the upcoming season, based on a review of public records. Officials said further details would be shared once the review is complete.",1,entertainment
SHOCKING: Insiders reveal hospitals are hiding a miracle treatment to protect profits. Mainstream media refuses to cover this.,0,health
What the mainstream media is HIDING: a leaked report shows the disaster was covered up for years — and mainstream media refuses to cover this.,0,environment
"the product team clarified a security patch for a widely used library, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,technology
"In a statement, the artist's management announced a soundtrack credit correction. The update, according to figures released Tuesday, follows a routine internal process.",1,entertainment
"the World Health Organization outlined a plan to changes to hospital staffing ratios, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,health
"the open-source maintainers said in a statement an update to the app's privacy settings, pending further review. Officials said further details would be shared once the review is complete.",1,technology
"They don't want you to know that a leaked lab report shows the vaccine contains untested nanoparticles — and wake up, people!!!",0,health
"the product team confirmed a delay in the chip's production timeline, based on a review of public records. Officials said further details would be shared once the review is complete.",1,technology
They don't want you to know that a leaked report shows the disaster was covered up for years — and share before this gets deleted!!!,0,environment
"In a statement, state environmental regulators clarified a seasonal update on reservoir levels. The update, pending further review, follows a routine internal process.",1,environment
"They don't want you to know that a leaked contract proves the show was scripted from the start. Wake up, people!!!",0,entertainment
"In a statement, the athletic commission outlined a plan to a roster move ahead of the deadline. The update, according to figures released Tuesday, follows a routine internal process.",1,sports
"In a statement, the production company published findings indicating a cast addition for the upcoming season. The update, based on a review of public records, follows a routine internal process.",1,entertainment
"a university physics department announced a fossil found during routine excavation, pending further review. Officials said further details would be shared once the review is complete.",1,science
"In a statement, Johns Hopkins researchers published findings indicating a trial testing a generic blood pressure drug. The update, as part of a routine quarterly update, follows a routine internal process.",1,health
"state environmental regulators released data showing a new permit for a recycling facility, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,environment
They don't want you to know that a suppressed study shows the phenomenon was faked in a lab — and the truth they buried for years.,0,science
Doctors are FURIOUS after a common vitamin cures the disease doctors don't want you curing. The truth they buried for YEARS.,0,health
SHOCKING: Insiders reveal a hidden switch lets the company shut down your device remotely — and forward this to everyone you know.,0,technology
"In a statement, conservation researchers announced a survey of local water quality. The update, though final numbers have not been confirmed, follows a routine internal process.",1,environment
"the ratings agency reported a modest rise in consumer confidence, based on a review of public records. Officials said further details would be shared once the review is complete.",1,finance
"the water management board said in a statement a seasonal update on reservoir levels, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,environment
"Doctors are FURIOUS after a leaked contract proves the show was scripted from the start. Wake up, people!!!",0,entertainment
EXCLUSIVE: Whistleblower claims players were secretly paid to throw the final match. The truth they buried for YEARS.,0,sports
What the mainstream media is HIDING: a common vitamin cures the disease doctors don't want you curing — and this changes everything.,0,health
"a university physics department said in a statement a fossil found during routine excavation, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,science
Secret memo exposes how players were secretly paid to throw the final match. Forward this to everyone you know.,0,sports
Doctors are FURIOUS after a hidden clause will let the government seize private property overnight. Forward this to everyone you know.,0,politics
What the mainstream media is HIDING: banks are secretly planning to freeze all accounts next week. The truth they buried for YEARS.,0,finance
"In a statement, the forestry service confirmed a habitat restoration project's first-year results. The update, though final numbers have not been confirmed, follows a routine internal process.",1,environment
"BREAKING: Leaked documents show secret documents reveal the company dumped toxic waste for decades. Wake up, people!!!",0,environment
"the studio's publicist released data showing a cast addition for the upcoming season, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,entertainment
"a team at the national observatory said in a statement a small increase in regional rainfall, pending further review. Officials said further details would be shared once the review is complete.",1,science
"In a statement, market analysts said in a statement an upward revision to GDP estimates. The update, according to figures released Tuesday, follows a routine internal process.",1,finance
"the forestry service said in a statement a new permit for a recycling facility, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,environment
They don't want you to know that insiders reveal the star was secretly replaced months ago. Forward this to everyone you know.,0,entertainment
What the mainstream media is HIDING: banks are secretly planning to freeze all accounts next week — and the truth they buried for years.,0,finance
Doctors are FURIOUS after a leaked report shows the disaster was covered up for years — and share before this gets deleted!!!,0,environment
They don't want you to know that secret documents reveal the company dumped toxic waste for decades. This changes EVERYTHING.,0,environment
"conservation researchers announced an update to the drought monitor, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,environment
"In a statement, the coastal authority outlined a plan to a seasonal update on reservoir levels. The update, pending further review, follows a routine internal process.",1,environment
"In a statement, the treasury department said in a statement a modest rise in consumer confidence. The update, based on a review of public records, follows a routine internal process.",1,finance
SHOCKING: Insiders reveal hospitals are hiding a miracle treatment to protect profits. The truth they buried for YEARS.,0,health
"In a statement, conservation researchers said in a statement a survey of local water quality. The update, pending further review, follows a routine internal process.",1,environment
"In a statement, the awards committee announced a cast addition for the upcoming season. The update, as part of a routine quarterly update, follows a routine internal process.",1,entertainment
Doctors are FURIOUS after banks are secretly planning to freeze all accounts next week — and forward this to everyone you know.,0,finance
"In a statement, the city council clarified a proposed increase in the municipal budget. The update, based on a review of public records, follows a routine internal process.",1,politics
EXCLUSIVE: Whistleblower claims a common vitamin cures the disease doctors don't want you curing — and forward this to everyone you know.,0,health
"In a statement, the forestry service confirmed an update to the drought monitor. The update, pending further review, follows a routine internal process.",1,environment
"a university physics department published findings indicating a new measurement of a distant galaxy's rotation, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,science
"the geological survey reported a newly catalogued asteroid, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,science
BREAKING: Leaked documents show a hidden clause will let the government seize private property overnight — and share before this gets deleted!!!,0,politics
"In a statement, conservation researchers confirmed a survey of local water quality. The update, based on a review of public records, follows a routine internal process.",1,environment
"In a statement, the wildlife agency reported a seasonal update on reservoir levels. The update, pending further review, follows a routine internal process.",1,environment
Doctors are FURIOUS after insiders reveal the star was secretly replaced months ago. The truth they buried for YEARS.,0,entertainment
"the stadium authority confirmed the venue for next season's opener, based on a review of public records. Officials said further details would be shared once the review is complete.",1,sports
Secret memo exposes how a hidden clause will let the government seize private property overnight — and this changes everything.,0,politics
You won't believe what officials are hiding proof that the water supply is poisoned. This changes EVERYTHING.,0,environment
"In a statement, the network said in a statement a cast addition for the upcoming season. The update, pending further review, follows a routine internal process.",1,entertainment
SHOCKING: Insiders reveal banks are secretly planning to freeze all accounts next week — and the truth they buried for years.,0,finance
EXCLUSIVE: Whistleblower claims scientists secretly proved the theory is a complete hoax — and forward this to everyone you know.,0,science
"Johns Hopkins researchers announced changes to hospital staffing ratios, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,health
"Doctors are FURIOUS after a hidden clause will let the government seize private property overnight. Wake up, people!!!",0,politics
"You won't believe what a hidden clause shows the award was bought, not earned. Share before this gets DELETED!!!",0,entertainment
BREAKING: Leaked documents show a leaked report shows the disaster was covered up for years — and this changes everything.,0,environment
"In a statement, the pension fund's trustees outlined a plan to an update to lending standards. The update, following a months-long inquiry, follows a routine internal process.",1,finance
They don't want you to know that your phone is secretly recording every word you say and selling it. This changes EVERYTHING.,0,technology
"the product team released data showing a new accessibility feature, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,technology
"In a statement, the Senate Finance Committee clarified revisions to the zoning code. The update, pending further review, follows a routine internal process.",1,politics
"In a statement, the studio's publicist outlined a plan to a schedule change for the ceremony. The update, as part of a routine quarterly update, follows a routine internal process.",1,entertainment
"the FDA reported changes to hospital staffing ratios, pending further review. Officials said further details would be shared once the review is complete.",1,health
BREAKING: Leaked documents show insiders reveal the star was secretly replaced months ago. This changes EVERYTHING.,0,entertainment
SHOCKING: Insiders reveal officials are hiding proof that the water supply is poisoned. Forward this to everyone you know.,0,environment
"the team's coaching staff released data showing a minor rule clarification, pending further review. Officials said further details would be shared once the review is complete.",1,sports
SHOCKING: Insiders reveal your phone is secretly recording every word you say and selling it — and the truth they buried for years.,0,technology
"In a statement, NASA's science directorate clarified a new measurement of a distant galaxy's rotation. The update, based on a review of public records, follows a routine internal process.",1,science
SHOCKING: Insiders reveal a suppressed study shows the phenomenon was faked in a lab. Share before this gets DELETED!!!,0,science
"Secret memo exposes how a hidden clause shows the award was bought, not earned — and the truth they buried for years.",0,entertainment
BREAKING: Leaked documents show a hidden algorithm is rigging the market against ordinary investors. Share before this gets DELETED!!!,0,finance
"BREAKING: Leaked documents show the championship was secretly fixed by league executives — and wake up, people!!!",0,sports
What the mainstream media is HIDING: insiders reveal the star was secretly replaced months ago. Share before this gets DELETED!!!,0,entertainment
SHOCKING: Insiders reveal the championship was secretly fixed by league executives. Mainstream media refuses to cover this.,0,sports
"In a statement, climate researchers released data showing a fossil found during routine excavation. The update, though final numbers have not been confirmed, follows a routine internal process.",1,science
Secret memo exposes how engineers discovered the app can control devices without permission. Mainstream media refuses to cover this.,0,technology
"the World Health Organization confirmed updated guidance on booster timing, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,health
"BREAKING: Leaked documents show a hidden clause shows the award was bought, not earned. Share before this gets DELETED!!!",0,entertainment
"a team at the national observatory said in a statement a new measurement of a distant galaxy's rotation, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,science
"In a statement, the production company announced the release date for a documentary. The update, pending further review, follows a routine internal process.",1,entertainment
"In a statement, festival organizers announced the release date for a documentary. The update, according to figures released Tuesday, follows a routine internal process.",1,entertainment
"engineers at the company said in a statement quarterly earnings for the cloud division, following a months-long inquiry. Officials said further details would be shared once the review is complete.",1,technology
They don't want you to know that secret documents reveal the company dumped toxic waste for decades — and this changes everything.,0,environment
EXCLUSIVE: Whistleblower claims hospitals are hiding a miracle treatment to protect profits — and mainstream media refuses to cover this.,0,health
"What the mainstream media is HIDING: a leaked report shows the disaster was covered up for years — and wake up, people!!!",0,environment
"the wildlife agency reported a new permit for a recycling facility, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,environment
They don't want you to know that banks are secretly planning to freeze all accounts next week — and mainstream media refuses to cover this.,0,finance
"the team's coaching staff announced a roster move ahead of the deadline, according to figures released Tuesday. Officials said further details would be shared once the review is complete.",1,sports
"Secret memo exposes how officials are hiding proof that the water supply is poisoned — and wake up, people!!!",0,environment
"tournament organizers clarified a minor rule clarification, though final numbers have not been confirmed. Officials said further details would be shared once the review is complete.",1,sports
"In a statement, the awards committee said in a statement the release date for a documentary. The update, following a months-long inquiry, follows a routine internal process.",1,entertainment
"the forestry service clarified a new permit for a recycling facility, as part of a routine quarterly update. Officials said further details would be shared once the review is complete.",1,environment
EXCLUSIVE: Whistleblower claims banks are secretly planning to freeze all accounts next week. Forward this to everyone you know.,0,finance
Doctors are FURIOUS after hospitals are hiding a miracle treatment to protect profits. Share before this gets DELETED!!!,0,health
"What the mainstream media is HIDING: the championship was secretly fixed by league executives. Wake up, people!!!",0,sports
"the league office outlined a plan to a scheduling change for the playoffs, pending further review. Officials said further details would be shared once the review is complete.",1,sports
BREAKING: Leaked documents show insiders admit the currency will collapse within days. The truth they buried for YEARS.,0,finance
Doctors are FURIOUS after a hidden clause will let the government seize private property overnight. Mainstream media refuses to cover this.,0,politics
